# Start logging at 2022-05-11 17:47:05 RTZ 2 (зима)
[17:47:05]  qwemodrain: ты ебнутый?
[17:47:07]  deecol: пранк сняли ??
[17:47:08]  threeangle: Пинк брат, как настроение?
[17:47:14]  ebanaya_krisa228: @kilqqy мы же про кс вроде?
[17:47:14]  sssgiii: где стрим со скалли?
[17:47:16]  qakatoro: нахомячился?
[17:47:20]  dimalox2006: Пусть съебут дайте с Марком пообщаться
[17:47:21]  patsanchique: посмотрим куда у тебя ведет вк ссылка на твоем официальном музыкальном канале ахаха
[17:47:22]  deecol: так вопросов к вам нет
[17:47:23]  kilqqy: @ebanaya_krisa228 хз го в маин
[17:47:24]  kashtan_11: Марк такая баба Яга
[17:47:26]  holfizzz: сосал мужыку?
[17:47:26]  f1ashenev: Пинк привет сегодня стрим будет?
[17:47:27]  hogiilaban: Блин, мне только что волос в еде попался, проверь у себя еду. @pinqtost
[17:47:27]  maxon232323: джага джага
[17:47:30]  hatemeonfroy: как дела с импотенцией
[17:47:31]  provod_o: приятного аппетита и ебани подзатыльник булаху
[17:47:34]  thederrick: как погода
[17:47:35]  goodboiklek: спроси про сладкий бубалех марка
[17:47:37]  scyorty: Почему на фририо не залетел????????
[17:47:38]  ebanaya_krisa228: @kilqqy но в гта ебу жестко
[17:47:39]  threeangle: Как в Москве по погоде?
[17:47:41]  yyyyasno: На Арбате я
[17:47:42]  dima245hdb: стрим с гопником будет ???
[17:47:42]  kissparaade: может кто то не слышал поэтому и одни и те же
[17:47:43]  lalaka32: Татьяну Бубльгум знаешь?
[17:47:45]  yyyyasno: Например
[17:47:46]  seijuro111: давайте пранк, трахнуть бабку возле теремка
[17:47:46]  tipokk17: сколько на хавку в месяц тратишь?
[17:47:46]  vanet_tt: ПАЦАНЫ У ВАС ТОП СТРИМЫ ПРОДОЛЖАЙТЕ В ТОМ ЖЕ ДУХЕ, ДАЛЬШЕ БОЛЬШЕ
[17:47:57]  scyorty: Почему на фририо не залетел???????
[17:47:58]  holfizzz: марк пердел в макет и занюхивал этот смачный киш миш???
[17:48:01]  163renzo: марк ебани сальтуху
[17:48:02]  baksssman: привет чипсоеды
[17:48:02]  kilqqy: @ebanaya_krisa228 ну хз форза ваще трудная игра
[17:48:07]  dima245hdb: стрим с гопником будет ???!
[17:48:07]  yyyyasno: Подскажите норм заведения на Арбате я хочу позавтракать .....
[17:48:08]  provod_o: приятного аппетита и, ебани подзатыльник булаху
[17:48:15]  0c0cdot0: 3км им где-то
[17:48:15]  h9pex1: аххахахахааххааа
[17:48:18]  seijuro111: ХАЫВХАХЫХВАХЫХА
[17:48:18]  kashtan_11: На такси может ?
[17:48:20]  harleyquinn100500: Пацаны, давно стрим идет?
[17:48:20]  prodwhiteg: Куда можно битов заслать ( не хайперпоп)
[17:48:22]  provod_o: хахахахахаххаха
[17:48:22]  ebanaya_krisa228: @kilqqy если так подумать я люблю за нежить в варике 3
[17:48:24]  hogiilaban: @yyyyasno макдакнекс
[17:48:26]  h9pex1: ахахахахахахах -стул
[17:48:27]  qakatoro: сломай стул. ок.
[17:48:27]  provod_o: ахахахахахаххахахаха
[17:48:27]  slsplugg: АХАХААХ
[17:48:28]  degaspamer: ахахаахаахах
[17:48:29]  scyorty: Почему на фририо не залетел????????
[17:48:32]  kartoss: @yyyyasno Грабли
[17:48:32]  seijuro111: а двойное сальто сделаешь?
[17:48:34]  163renzo: сделал контента
[17:48:36]  provod_o: приятного аппетита и ебани подзатыльник булаху
[17:48:41]  f1ashenev: А ТРОЙНОЕ СДЕЛАЕШЬ?
[17:48:47]  f1ashenev: Тулуп со стола
[17:48:49]  scyorty: Почему на фририо не залетел???????
[17:48:57]  baksssman: @scyorty не звали...
[17:48:58]  seijuro111: ну колесо хоть ебанёшь?
[17:48:59]  holfizzz: марк пердел в макет и занюхивал этот смачный киш миш???
[17:49:01]  hvesua: Кувырок с пероподвыподвертом
[17:49:01]  maxon232323: мортали давай
[17:49:01]  volshebnik4: ебаните уже с кем-нибудь коллабу я того мир ебал
[17:49:02]  b0mbil_b0mbas: Алибаба gagikMurad gagikMurad gagikMurad gagikMurad
[17:49:04]  deecol: сделай мостик
[17:49:07]  bebrq_228: ПИНК, СДЕЛАЙ 2 САЛЬТО И УЛЕТИ В ВИТРИНУ
[17:49:09]  onlyplayboycash: Давай тогда тройное раз обычное не можешь
[17:49:12]  f1ashenev: Можнт пранк
[17:49:12]  lacrit_: Тг -  https://t.me/pinqsup
[17:49:13]  lacrit_: Тг -  https://t.me/pinqsup
[17:49:14]  lacrit_: Тг -  https://t.me/pinqsup
[17:49:14]  lacrit_: Тг -  https://t.me/pinqsup
[17:49:15]  lacrit_: Тг -  https://t.me/pinqsup
[17:49:15]  bustereasy: манки через заказной стол
[17:49:16]  cartyxx: хахахахаха
